arg:  ['/var/spool/slurm/d/job09150/slurm_script', 'age', 'ContrastiveLearning_Model/saved_models/files99/NewRunCorrected/masked_encoder_64_16_128_3_0.05']
/home/dsk2v/PointCloud/BodyScan/FourthDraftWithPartialMetaData/DataLoader/../../../Data/3dbsf_txt/
/home/dsk2v/PointCloud/Data/3dbsf_txt
The minimum number of lines among all files: 49493
The maximum number of lines among all files: 63914
/home/dsk2v/PointCloud/BodyScan/FourthDraftWithPartialMetaData/DataLoader/../../../Data/3dbsf_txt/
['0024rs22514', 'PSYPOOLS1701015', '1010 f14 01 009', '0021rs22514', 'PSYPOOLS1701021', 'PSYPOOLS1701024', '0016rs22514', '0023rs22514', '0036rs22514', '1010 f14 01 015', 'PSYPOOLS1701013', '0019rs22514', '006rs22514', '0022rs22514', 'PSYPOOLS1701035', '0038rs22514', 'PSYPOOLS1701004', '1010 f14 01 012', 'PSYPOOLS1701022', 'PSYPOOL51701003', '0031rs22514', '0025rs22514', '1010 f14 01 008', 'PSYPOOLS1701027', '0037rs22514', 'PSYPOOLS1701049', '007rs22514', '1010 f14 01 011', 'PSYPOOLS1701087', 'PSYPOOLS1701026', '1010 f14 01 020', '004rs22514', '0011rs22514', 'PSYPOOLS1701002', '0027rs22514', '1010 f14 01 019', 'PSYPOOLS1701018', '0012rs22514', 'PSYPOOLS1701012', '0028rs22514', 'PSYPOOLS1701031', 'PSYPOOLS1701009', '0034rs22514', 'PSYPOOLS1701055', 'PSYPOOLS1701029', 'PSYPOOLS1701036', 'PSYPOOLS1701028', '003rs22514', '1010 f14 01 006', 'PSYPOOLS17', 'PSYPOOLS1701011', '0026rs22514', '1010 f14 01 016', '0035rs22514', '0032rs22514', '002rs22514', '1010 f14 01 013', 'PSYPOOLS1701008', 'PSYPOOLS1701014', '0015rs22514', '1010 f14 01 010', 'PSYPOOLS1701054', 'PSYPOOLS1701006', '0040rs22514', '0042rs22514', 'PSYPOOLS1701017', 'PSYPOOLS1701005', '1010 f14 01 005', '0041rs22514', 'psy pool s17 01 001', '0030rs22514', 'PSYPOOLS1701037', '0014rs22514', '1010 f14 01 001', '1010 f14 01 002', 'PSYPOOLS1701030', '005rs22514', '0020rs22514', 'PSYPOOLS1701016', '0018rs22514', 'PSYPOOLS1701025', '0013rs22514', '0010rs22514', '1010 f14 01 017', '1010 f14 01 004', '0017rs22514', '008rs22514', '0039rs22514', '1010 f14 01 018', '009rs22514', '1010 f14 01 014', '1010 f14 01 003', '1010 f14 01 007', 'PSYPOOLS1701023', 'PSYPOOLS1701048', '0029rs22514']
####### Left out ==>  0  #######
batch_size = 4 subsample_size = 8000
(1, 49493, 3)
train num batches 13
val num batches 1
*************** Using pretrained ***************
Epoch [1/250], Train Loss: 1.8703
Epoch [2/250], Train Loss: 0.7988
Epoch [3/250], Train Loss: 0.7154
Epoch [4/250], Train Loss: 0.2928
Epoch [5/250], Train Loss: 0.3769
Epoch [6/250], Train Loss: 0.3628
Epoch [7/250], Train Loss: 0.2594
Epoch [8/250], Train Loss: 0.2820
Epoch [9/250], Train Loss: 0.4478
Epoch [10/250], Train Loss: 0.3685
Epoch [11/250], Train Loss: 0.2420
Epoch [12/250], Train Loss: 0.1997
Epoch [13/250], Train Loss: 0.1859
Epoch [14/250], Train Loss: 0.0884
Epoch [15/250], Train Loss: 0.1068
Epoch [16/250], Train Loss: 0.1141
Epoch [17/250], Train Loss: 0.2432
Epoch [18/250], Train Loss: 0.1430
Epoch [19/250], Train Loss: 0.1156
Epoch [20/250], Train Loss: 0.1282
Epoch [21/250], Train Loss: 0.1370
Epoch [22/250], Train Loss: 0.1556
Epoch [23/250], Train Loss: 0.1029
Epoch [24/250], Train Loss: 0.1455
Epoch [25/250], Train Loss: 0.1086
Epoch [26/250], Train Loss: 0.0919
Epoch [27/250], Train Loss: 0.1384
Epoch [28/250], Train Loss: 0.0788
Epoch [29/250], Train Loss: 0.0916
Epoch [30/250], Train Loss: 0.0893
Epoch [31/250], Train Loss: 0.0660
Epoch [32/250], Train Loss: 0.1041
Epoch [33/250], Train Loss: 0.0743
Epoch [34/250], Train Loss: 0.0540
Epoch [35/250], Train Loss: 0.0773
Epoch [36/250], Train Loss: 0.0904
Epoch [37/250], Train Loss: 0.0776
Epoch [38/250], Train Loss: 0.0768
Epoch [39/250], Train Loss: 0.0730
Epoch [40/250], Train Loss: 0.0721
Epoch [41/250], Train Loss: 0.0783
Epoch [42/250], Train Loss: 0.0716
Epoch [43/250], Train Loss: 0.0897
Epoch [44/250], Train Loss: 0.0700
Epoch [45/250], Train Loss: 0.0754
Epoch [46/250], Train Loss: 0.0683
Epoch [47/250], Train Loss: 0.0562
Epoch [48/250], Train Loss: 0.0694
Epoch [49/250], Train Loss: 0.0660
Epoch [50/250], Train Loss: 0.0555
Epoch [51/250], Train Loss: 0.0757
Epoch [52/250], Train Loss: 0.0855
Epoch [53/250], Train Loss: 0.0535
Epoch [54/250], Train Loss: 0.0594
Epoch [55/250], Train Loss: 0.0479
Epoch [56/250], Train Loss: 0.0486
Epoch [57/250], Train Loss: 0.0621
Epoch [58/250], Train Loss: 0.0684
Epoch [59/250], Train Loss: 0.0405
Epoch [60/250], Train Loss: 0.0513
Epoch [61/250], Train Loss: 0.0423
Epoch [62/250], Train Loss: 0.0555
Epoch [63/250], Train Loss: 0.0517
Epoch [64/250], Train Loss: 0.0447
Epoch [65/250], Train Loss: 0.0552
Epoch [66/250], Train Loss: 0.0400
