
Loading train data:   0%|                                         | 0/55 [00:00<?, ?it/s]
Loading train data:   2%|▌                                | 1/55 [00:02<02:00,  2.24s/it]
Loading train data:   4%|█▏                               | 2/55 [00:02<00:54,  1.02s/it]
Loading train data:   9%|███                              | 5/55 [00:02<00:21,  2.33it/s]
Loading train data:  11%|███▌                             | 6/55 [00:03<00:17,  2.83it/s]
Loading train data:  13%|████▏                            | 7/55 [00:04<00:25,  1.90it/s]
Loading train data:  16%|█████▍                           | 9/55 [00:04<00:16,  2.77it/s]
Loading train data:  18%|█████▊                          | 10/55 [00:04<00:15,  2.95it/s]
Loading train data:  22%|██████▉                         | 12/55 [00:05<00:13,  3.13it/s]
Loading train data:  24%|███████▌                        | 13/55 [00:06<00:18,  2.30it/s]
Loading train data:  27%|████████▋                       | 15/55 [00:06<00:11,  3.48it/s]
Loading train data:  31%|█████████▉                      | 17/55 [00:08<00:20,  1.89it/s]
Loading train data:  33%|██████████▍                     | 18/55 [00:08<00:17,  2.06it/s]
Loading train data:  35%|███████████                     | 19/55 [00:12<00:42,  1.18s/it]
Loading train data:  36%|███████████▋                    | 20/55 [00:12<00:34,  1.03it/s]
Loading train data:  42%|█████████████▍                  | 23/55 [00:13<00:19,  1.68it/s]
Loading train data:  45%|██████████████▌                 | 25/55 [00:13<00:14,  2.12it/s]
Loading train data:  47%|███████████████▏                | 26/55 [00:13<00:11,  2.42it/s]
Loading train data:  49%|███████████████▋                | 27/55 [00:14<00:11,  2.36it/s]
Loading train data:  53%|████████████████▊               | 29/55 [00:14<00:08,  2.98it/s]
Loading train data:  55%|█████████████████▍              | 30/55 [00:14<00:07,  3.17it/s]
Loading train data:  56%|██████████████████              | 31/55 [00:16<00:13,  1.84it/s]
Loading train data:  58%|██████████████████▌             | 32/55 [00:16<00:10,  2.12it/s]
Loading train data:  60%|███████████████████▏            | 33/55 [00:17<00:12,  1.74it/s]
Loading train data:  65%|████████████████████▉           | 36/55 [00:17<00:05,  3.34it/s]
Loading train data:  67%|█████████████████████▌          | 37/55 [00:17<00:04,  3.64it/s]
Loading train data:  69%|██████████████████████          | 38/55 [00:17<00:04,  4.14it/s]
Loading train data:  71%|██████████████████████▋         | 39/55 [00:17<00:03,  4.65it/s]
Loading train data:  75%|███████████████████████▊        | 41/55 [00:17<00:02,  5.86it/s]
Loading train data:  76%|████████████████████████▍       | 42/55 [00:18<00:02,  4.78it/s]
Loading train data:  80%|█████████████████████████▌      | 44/55 [00:18<00:01,  6.64it/s]
Loading train data:  82%|██████████████████████████▏     | 45/55 [00:19<00:04,  2.43it/s]
Loading train data:  85%|███████████████████████████▎    | 47/55 [00:19<00:02,  3.58it/s]
Loading train data:  87%|███████████████████████████▉    | 48/55 [00:21<00:04,  1.70it/s]
Loading train data:  89%|████████████████████████████▌   | 49/55 [00:21<00:02,  2.09it/s]
Loading train data:  91%|█████████████████████████████   | 50/55 [00:26<00:07,  1.53s/it]
Loading train data:  93%|█████████████████████████████▋  | 51/55 [00:26<00:04,  1.20s/it]
Loading train data:  96%|██████████████████████████████▊ | 53/55 [00:26<00:01,  1.35it/s]
Loading train data:  98%|███████████████████████████████▍| 54/55 [00:28<00:00,  1.21it/s]
Loading train data: 100%|████████████████████████████████| 55/55 [00:28<00:00,  1.96it/s]

Loading val data:   0%|                                           | 0/55 [00:00<?, ?it/s]
Loading val data:   2%|▋                                  | 1/55 [00:00<00:15,  3.47it/s]
Loading val data:   9%|███▏                               | 5/55 [00:00<00:03, 15.48it/s]
Loading val data:  15%|█████                              | 8/55 [00:00<00:02, 16.94it/s]
Loading val data:  22%|███████▍                          | 12/55 [00:00<00:02, 20.53it/s]
Loading val data:  27%|█████████▎                        | 15/55 [00:00<00:01, 21.21it/s]
Loading val data:  33%|███████████▏                      | 18/55 [00:01<00:02, 14.75it/s]
Loading val data:  36%|████████████▎                     | 20/55 [00:01<00:03,  8.81it/s]
Loading val data:  45%|███████████████▍                  | 25/55 [00:01<00:02, 13.28it/s]
Loading val data:  53%|█████████████████▉                | 29/55 [00:01<00:01, 16.38it/s]
Loading val data:  58%|███████████████████▊              | 32/55 [00:02<00:01, 15.28it/s]
Loading val data:  62%|█████████████████████             | 34/55 [00:02<00:01, 15.66it/s]
Loading val data:  76%|█████████████████████████▉        | 42/55 [00:02<00:00, 25.69it/s]
Loading val data:  84%|████████████████████████████▍     | 46/55 [00:02<00:00, 23.99it/s]
Loading val data:  89%|██████████████████████████████▎   | 49/55 [00:02<00:00, 19.00it/s]
Loading val data:  95%|████████████████████████████████▏ | 52/55 [00:03<00:00, 10.79it/s]
Loading val data:  98%|█████████████████████████████████▍| 54/55 [00:03<00:00, 11.05it/s]
Loading val data: 100%|██████████████████████████████████| 55/55 [00:03<00:00, 14.70it/s]
Cuda available :-  True

device cuda 

*************** Using pretrained ***************
ContrastiveLearning_Model/saved_models/ShapeNetPretrained55/masked_encoder_64_250_2.pth

Epoch [1/250], Progress: 1/86, Train Loss: 4.3169, Train Accuracy: 0.0400
Epoch [1/250], Progress: 2/86, Train Loss: 4.0723, Train Accuracy: 0.0800
Epoch [1/250], Progress: 3/86, Train Loss: 4.0615, Train Accuracy: 0.0400
Epoch [1/250], Progress: 4/86, Train Loss: 4.1326, Train Accuracy: 0.0000
Epoch [1/250], Progress: 5/86, Train Loss: 4.1706, Train Accuracy: 0.0400
Epoch [1/250], Progress: 6/86, Train Loss: 3.8072, Train Accuracy: 0.0400
Epoch [1/250], Progress: 7/86, Train Loss: 3.9888, Train Accuracy: 0.0400
Epoch [1/250], Progress: 8/86, Train Loss: 3.6563, Train Accuracy: 0.0000
Epoch [1/250], Progress: 9/86, Train Loss: 4.0522, Train Accuracy: 0.0800
Epoch [1/250], Progress: 10/86, Train Loss: 3.8272, Train Accuracy: 0.1200
Epoch [1/250], Progress: 11/86, Train Loss: 3.9709, Train Accuracy: 0.0400
Epoch [1/250], Progress: 12/86, Train Loss: 3.8528, Train Accuracy: 0.0400
Epoch [1/250], Progress: 13/86, Train Loss: 3.6378, Train Accuracy: 0.0800
Epoch [1/250], Progress: 14/86, Train Loss: 3.5396, Train Accuracy: 0.1200
Epoch [1/250], Progress: 15/86, Train Loss: 3.8628, Train Accuracy: 0.0400
Epoch [1/250], Progress: 16/86, Train Loss: 3.4500, Train Accuracy: 0.1600
Epoch [1/250], Progress: 17/86, Train Loss: 3.3461, Train Accuracy: 0.1600
Epoch [1/250], Progress: 18/86, Train Loss: 3.4517, Train Accuracy: 0.0800
Epoch [1/250], Progress: 19/86, Train Loss: 3.5436, Train Accuracy: 0.0800
Epoch [1/250], Progress: 20/86, Train Loss: 3.6590, Train Accuracy: 0.1200
Epoch [1/250], Progress: 21/86, Train Loss: 3.4193, Train Accuracy: 0.1600
Epoch [1/250], Progress: 22/86, Train Loss: 3.7666, Train Accuracy: 0.1600
Epoch [1/250], Progress: 23/86, Train Loss: 3.5487, Train Accuracy: 0.0400
Epoch [1/250], Progress: 24/86, Train Loss: 3.3890, Train Accuracy: 0.1200
Epoch [1/250], Progress: 25/86, Train Loss: 3.6277, Train Accuracy: 0.0400
Epoch [1/250], Progress: 26/86, Train Loss: 3.2120, Train Accuracy: 0.2800
Epoch [1/250], Progress: 27/86, Train Loss: 3.3623, Train Accuracy: 0.0800
Epoch [1/250], Progress: 28/86, Train Loss: 3.4686, Train Accuracy: 0.2000
Epoch [1/250], Progress: 29/86, Train Loss: 3.3504, Train Accuracy: 0.1600
Epoch [1/250], Progress: 30/86, Train Loss: 3.4958, Train Accuracy: 0.1200
Epoch [1/250], Progress: 31/86, Train Loss: 2.8948, Train Accuracy: 0.2800
Epoch [1/250], Progress: 32/86, Train Loss: 3.3993, Train Accuracy: 0.0800
Epoch [1/250], Progress: 33/86, Train Loss: 3.2536, Train Accuracy: 0.0400
Epoch [1/250], Progress: 34/86, Train Loss: 3.3044, Train Accuracy: 0.1600
Epoch [1/250], Progress: 35/86, Train Loss: 2.8542, Train Accuracy: 0.3200
Epoch [1/250], Progress: 36/86, Train Loss: 3.2440, Train Accuracy: 0.1600
Epoch [1/250], Progress: 37/86, Train Loss: 3.1570, Train Accuracy: 0.1200
Epoch [1/250], Progress: 38/86, Train Loss: 3.0839, Train Accuracy: 0.2000
Epoch [1/250], Progress: 39/86, Train Loss: 3.4409, Train Accuracy: 0.1200
Epoch [1/250], Progress: 40/86, Train Loss: 3.3584, Train Accuracy: 0.1200
Epoch [1/250], Progress: 41/86, Train Loss: 2.8700, Train Accuracy: 0.2400
Epoch [1/250], Progress: 42/86, Train Loss: 2.6832, Train Accuracy: 0.2000
Epoch [1/250], Progress: 43/86, Train Loss: 3.1387, Train Accuracy: 0.2400
Epoch [1/250], Progress: 44/86, Train Loss: 3.0332, Train Accuracy: 0.0800
Epoch [1/250], Progress: 45/86, Train Loss: 2.5883, Train Accuracy: 0.2800
Epoch [1/250], Progress: 46/86, Train Loss: 3.1054, Train Accuracy: 0.0000
Epoch [1/250], Progress: 47/86, Train Loss: 3.2184, Train Accuracy: 0.1600
Epoch [1/250], Progress: 48/86, Train Loss: 2.8824, Train Accuracy: 0.2000
Epoch [1/250], Progress: 49/86, Train Loss: 2.7876, Train Accuracy: 0.2000
Epoch [1/250], Progress: 50/86, Train Loss: 3.1892, Train Accuracy: 0.1200
Epoch [1/250], Progress: 51/86, Train Loss: 2.7586, Train Accuracy: 0.3200
Epoch [1/250], Progress: 52/86, Train Loss: 3.1200, Train Accuracy: 0.2000
Epoch [1/250], Progress: 53/86, Train Loss: 2.9688, Train Accuracy: 0.0800
Epoch [1/250], Progress: 54/86, Train Loss: 2.6702, Train Accuracy: 0.2000
Epoch [1/250], Progress: 55/86, Train Loss: 3.0582, Train Accuracy: 0.1600
Epoch [1/250], Progress: 56/86, Train Loss: 2.8743, Train Accuracy: 0.2000
Epoch [1/250], Progress: 57/86, Train Loss: 2.6965, Train Accuracy: 0.1600
Epoch [1/250], Progress: 58/86, Train Loss: 2.7003, Train Accuracy: 0.2400
Epoch [1/250], Progress: 59/86, Train Loss: 3.6354, Train Accuracy: 0.0800
Epoch [1/250], Progress: 60/86, Train Loss: 2.7408, Train Accuracy: 0.2400
Epoch [1/250], Progress: 61/86, Train Loss: 3.2213, Train Accuracy: 0.2400
Epoch [1/250], Progress: 62/86, Train Loss: 2.9585, Train Accuracy: 0.3200
Epoch [1/250], Progress: 63/86, Train Loss: 2.7327, Train Accuracy: 0.2400
Epoch [1/250], Progress: 64/86, Train Loss: 3.0200, Train Accuracy: 0.2000
Epoch [1/250], Progress: 65/86, Train Loss: 2.7970, Train Accuracy: 0.2800
Epoch [1/250], Progress: 66/86, Train Loss: 2.7185, Train Accuracy: 0.2800
Epoch [1/250], Progress: 67/86, Train Loss: 3.0790, Train Accuracy: 0.1600
Epoch [1/250], Progress: 68/86, Train Loss: 2.5114, Train Accuracy: 0.4800
Epoch [1/250], Progress: 69/86, Train Loss: 2.6233, Train Accuracy: 0.2400
Epoch [1/250], Progress: 70/86, Train Loss: 2.4592, Train Accuracy: 0.2800
Epoch [1/250], Progress: 71/86, Train Loss: 2.7628, Train Accuracy: 0.2800
Epoch [1/250], Progress: 72/86, Train Loss: 2.4335, Train Accuracy: 0.3600
Epoch [1/250], Progress: 73/86, Train Loss: 2.6889, Train Accuracy: 0.3600
Epoch [1/250], Progress: 74/86, Train Loss: 2.8646, Train Accuracy: 0.3200
